1,1.233550e-06,8.106684e+05
16,9.377000e-07,1.706303e+07
64,8.214500e-07,7.791101e+07
256,8.548500e-07,2.994677e+08
1024,8.148000e-07,1.256750e+09
4096,7.193850e-06,5.693752e+08
16384,1.004510e-05,1.631044e+09
65536,1.845235e-05,3.551634e+09
262144,6.019500e-05,4.354913e+09
1048576,2.133872e-04,4.913960e+09
